0001—二三四五六七八九 答案：缺衣少食 
2036—什么样的情况下，一加一绝对不等于二？ 答案：一大杯水加进一斤面粉中，只会等于一块面团。 
2037—怎样才能日行三百里？ 答案：站在赤道上不动 
2038—美国人登陆月球，第一句话是什么？ 答案：美国话 
2039—小丽和妈妈买了８个苹果，妈妈让小丽把这些苹果装进５个口袋中，每个口袋里都是双数，你能做到吗？ 答案：每条口袋各装２个苹果，最后将所有4条口袋装进第5条口 
2040—什么话可以世界通用？ 答案：电话 
2041—小明对小华说：“我可以坐在一个你永远也坐不到的地方！”他坐在哪里？ 答案：坐在小华身上 
2042—家有家规，国有国规，那动物园里有啥规 答案：乌龟 
2043—什么官不仅不领工资，还要自掏腰包 答案：　新郎官 
2044—什么报只印一份—— 答案：电报 
2045—任何人必须去的地方是哪里？—— 答案：厕所 
2046—太阳和月亮在一起是哪一天？—— 答案：明天 
2047—什么东西你有，别人也有，虽然是身外之物，却不能交换？—— 答案：姓名 
2048—有一艘船限载50人，船上已有49人后，再加上一個孕妇上了船，结果船沉入海中，为什么？[ 答案：潜水厅 
2049—失恋的黄先生在一个月黑风高的晚上,走上街头,迎面过来飞车,他站在两个车灯中间,车子呼啸而过,人竟毫发无损,为什么[ 答案：摩托车 
2050—今天下午到旺角看电影，到了旺角，半个人也看不見，为什么？[ 答案：没半个人 
2051—大二的时候，上法律课，我们法律老师有个癖好，喜欢提问，提问之前必高声重复一遍问题。有一次正在上《民法通则》，突然老师又提高声音开始提问，所有同学都恐惧地盯着老师，惟恐被喊到，因为老师以提问来代替点名，所以是看着点名册提 答案：搞笑点名 
2052—为什么吸血鬼绝不喝果汁或蔬菜汁？ 答案：害怕“汁”里的那个十字架。 
2053—用什么拖地最干净？ 答案：用力 
2054—茄子的另外一个名字叫什么？ 答案：蔬菜 
2055—满满一瓶牛奶，怎么才能先喝到瓶底的部分？ 答案：用吸管 
2056—哪一种竹子不长在土里？ 答案：爆竹 
2057—什么书中毛病最多？ 答案：医学书 
2058—当今社会，个体户大都靠什么吃饭 答案：嘴巴 
2059—什么地方开口说话要付钱 答案：打电话 
2060—什么布剪不断？ 答案：瀑布 
2061—黑头发有什么好处？ 答案：不怕晒黑 
2062—妇女们在不知不觉中丢失掉的东西是什么？ 答案：美貌 
2063—一只母羊和一只小羊正在吃草，来了一只老狼把母羊给叼走了，小羊也乖乖地跟走了，请问怎么回事 答案：小羊在母羊的肚子里 
2064—动物园的大象死了，为什么管理员哭得那么伤心？ 答案：他想要挖那么大一个坑，就······ 
2065—电线杆上三只麻雀正在打架，当中一只不小心掉下來，为什么其他两只也跟着掉下來？ 答案：因为那两只拍手的时候掉了下来 
2066—楚楚的生日在三月三十日，请问是哪年的三月三十日？ 答案：每年的 
2067—比细菌还小的东西是什么？ 答案：细菌的儿子 
2068—爱吃零食的小王体重最重时有50公斤，但最轻时只有3公斤，为什么？ 答案：他刚出生的体重 
2069—9个橙分给13个小朋友,怎么分才公平？ 答案：榨成汁 
2070—８个数字“８”，如何使它等于1000？ 答案：8+8+8+88+888 
2071—有一个人，看电影时因为有事去晚了半个小时，没想到来到电影院时竟半个人影都没有见到。（已知电影正常演出） 答案：世界上没有半个人影的人 
2072—什么东西晚上才生出尾巴呢 答案：流星 
2073—什么东西愈生气，它便愈大 答案：脾气 
2074—家人问医生病人的情况,医生只举起5个手指,家人就哭了,是什么原因呢 答案：三长两短 
2075—什么路最窄 答案：冤家路窄 
2076—为什么彤彤与壮壮第一次见面就一口咬定壮壮是喝羊奶长大的 答案：壮壮是一只羊 
2077—口吃的人做什么事最亏？ 答案：打长途电话 
2078—换心手术失败，医生问快要断气的病人有什么遗言要交代，你猜他会说什么？ 答案：其实你不懂我的心 
2079—小明发现房间遭窃,却一点也不紧张,为何 答案：别人的房间 
2080—既没有生孩子、养孩子也没有认干娘，还没有认领养子养女就先当上了娘，请问：这是什么人？ 答案：新娘 
2081—两个棋友一天共下了9盘棋,在没有和局的情况下他俩赢的次数相同,怎么回事 答案：9盘不全是他们两个人一起下的 
2082—小王是一名优秀士兵,在站岗值勤时,明明看到有敌人悄悄向他摸过来,为什么他却睁一只眼闭一只眼 答案：正在瞄准 
2083—什么牛不会吃草？ 答案：蜗牛 
2084—你能做，我能做，大家都做；一个人能做，两个人不能一起做。这是做什么？ 答案：做梦 
2085—市里新开张了一家医院，设备先进，服务周到。但令人奇怪的是：这儿竟一位病人都不收，这是为啥？ 答案：兽医院 
2086—“水蛇”“蟒蛇”“青竹蛇”哪一个比较长？ 答案：青竹蛇”最长，有三个字 
2087—某个人到外国去了，可是，周围全是中国人，这是怎么回事？ 答案：在中国 
2088—世界上最难的一道题是哪道题？ 答案：这道题 
2089—老刘一个人睡觉，醒来为什么屁股上竟出现深深的牙印？ 答案：睡在自己的假牙上了 
2090—一只蚂蚁从几百万米高的山峰落下来会怎么死？ 答案：饿死 
2091—在一个寒冷冬日清晨，有一位西装革履的先生在河里拼命游水，你说这是为什么 答案：不小心掉下去的 
2092—为什么买一头牛只要一万元，而买三头牛却要五万元？ 答案：三头牛当然比一头牛贵 
2093—最坚固的锁怕什么 答案：钥匙 
2094—一个离过五十次婚的女人，应该怎么形容她 答案：前“公”尽弃 
2095—先有男人，还是先有女人 答案：先有男人，因为男人是先生 
2096—报纸上登的消息不一定百分之百是真的，但什么消息绝对假不了 答案：报纸上的年，月，日 
2097—家有家规，国有国规，那动物园里有啥规 答案：有乌龟 
2098—什么官不仅不领工资，还要自掏腰包 答案：新郎官 
2099—妻子：“糟糕，亲爱的，你送给我的钻石戒指，落到红茶里去了……”结果，戒指又平安回到妻子的手上，而且一点也没有弄湿的痕迹。这难道是奇迹吗 答案：因为是戒指掉到红茶的茶叶罐中了 
2100—纸上写着某一份命令。但是，看懂此文字的人，却绝对不能宣读命令。那么，纸上写的是什么呢？ 答案：纸上写着“不要念出此文” 
2101—什么情况一山可容二虎？ 答案：一公一母 
2102—什么人是不用电的 答案：缅甸人 
2103—什么东西明明是你的，别人却用的比你多得多？ 答案：你的名字 
2104—你姨夫的姐姐的堂弟的表哥的爸爸是你的什么人？ 答案：亲戚 
2105—小华明天考试，他已经把英语背得滚瓜烂熟，第二天考试还是不及格，为什么？ 答案：第二天不是考英语 
2106—一个可以大可以小的地方是哪里？ 答案：厕所 
2107—我不会轻功，但一只脚搭在鸡蛋上，鸡蛋不会破，这是为什么？ 答案：另一只脚在地上 
2108—美丽的公主结婚以后就不挂蚊帐了，为什么？ 答案：她嫁给了青蛙王子 
2109—爷爷熟读兵书，可是每次下棋都输给别人，请问他用的是什么兵法？ 答案：兵来将挡 
2110—一对健康夫妇，为什么生出只有一只右眼的婴儿？ 答案：每个人都只有一只右眼 
2111—小明正在吹电扇,为什么还是满头大汗？ 答案：他在吹电扇，电扇没有吹他 
2112—为什么熊冬眠时会睡这么久？ 答案：没人敢叫它起床 
2113—有半瓶酒，瓶口用软木塞塞住，不准敲碎瓶子，不准拔去木塞，不准在塞子上钻孔，怎样喝到瓶子里的酒？ 答案：把木塞推进瓶里 
2114—哪一种死法是一般死囚所欢迎的？ 答案：老死 
2115—兰兰经过某市时，正巧那里发生了大地震，为什么兰兰却安然无恙呢？ 答案：她坐飞机路过 
2116—什么贵重的东西最容易不翼而飞？ 答案：人造卫星 
2117—一个学生住在学校里，为什么上学还经常迟到？ 答案：他住的学校，不是他上学的学校 
2118—黑人为什么喜欢吃白色巧克力？ 答案：怕咬到自己的手指 
2119—新买的袜子怎么会有一个洞？ 答案：袜口 
2120—最不听话的是谁 答案：聋子 
2121—什么书谁也没见过 答案：天书 
2122—一个自讨苦吃的地方在哪里？ 答案：在药店 
2123—在罗马数字中，零该怎么写？ 答案：罗马数字中没有零 
2124—沙沙声称自己是辨别母鸡年龄的专家，其绝招是用牙齿，为什么？ 答案：把鸡亲口吃了来辨别母鸡的老嫩 
2125—数字0到1之间加一个什么号，才能使这个数比0大，而比1小呢？ 答案：加一个小数点，变成0.1 
2126—一张方桌据掉一个角，还有几个角？ 答案：五个角 
2127—金太太一向心直口快，可什么事竟让她突然变得吞吞吐吐了呢？ 答案：吃甘蔗的时候 
2128—把24个人按5人排列，排城6行，该怎样排？ 答案：排成六边形 
2129—公共汽车上，两个人正在热烈的交谈，可围观的人却一句话也听不到，这是因为什么？ 答案：那是一对聋哑人 
2130—有一头头朝北的牛，它先向左转三圈，然后再向后转两圈半，接着再往右转，这时候它的尾巴朝哪儿？ 答案：朝下 
2131—用椰子和西瓜打头哪一个比较疼？ 答案：头比较疼 
2132—为什么人们要到市场上去？ 答案：因为市场不会来 
2133—船边挂着软梯，离海面2米，海水每小时上涨半米，几个小时海水能淹没软梯？ 答案：水涨船高，永远都淹不到 
2134—一个老人头顶上只剩三根头发，有一天他要参加重要宴会，为什么他仍忍痛拔掉其中一根头发呢？？ 答案：他想中分 
2135—进动物园后，最先看到的是哪种动物？ 答案：人 
2136—马亚买了新音响，电源开了录音带也放了，为什么没有声音呢？ 答案：停电了 
2137—两对父子去买帽子，为什么只买了三顶？ 答案：是祖孙三人 
2138—一个不会游泳的人掉进了水里却没有淹死，为什么？ 答案：他在洗澡 
2139—两只狗赛跑，甲狗跑得快，乙狗跑得慢，跑到终点时，哪只狗出汗多？ 答案：狗不出汗 
2140—有一个眼睛瞎了的人，走到山崖边上，突然停住了，然后往回走，为什么？ 答案：他只瞎了一只眼 
2141—一只瞎了左眼的山羊,在它左边有一块牛肉,在它右边有一块猪肉,请问它吃哪一块？ 答案：山羊不吃肉 
2142—时钟敲了十三下,请问现在该做什么呢 答案：修理时钟 
2143—什么照片看不出照的是谁？ 答案：X光片 
2144—如何才能把你的左手完全放在你穿在身上的右裤袋里,而同时把你的右手完全放在你穿在身上的左裤袋里？ 答案：反穿裤子 
2145—什么话可以世界通用？ 答案：电话 
2146—下雪天，阿文开了暖气，关上门窗，为什么还感到很冷？ 答案：他在门外 
2147—阿呆开车去动物园玩，动物园很近，他的路并没有走错，为何却总到不了目的地？ 答案：他已经开过了 
2148—牧师无论如何都不能主持的仪式是什么？ 答案：自己的葬礼 
2149—在一次考试中，两个学生交了一模一样的考卷，但老师认为他们肯定没有做弊，这是为什么？ 答案：他们交的是白卷 
2150—为什么母鸡都是短腿？ 答案：这样鸡蛋不会摔破 
2151—为什么爷爷送给小明一份生日礼物，小明却一脚把礼物踢开？ 答案：礼物是足球 
2152—铁放到外面要生锈，那金子呢 答案：会被人偷走 
2153—当你向别人夸耀你的长处的同时，别人还会知道你的什么？ 答案：你不是个哑巴 
2154—大灰狼拖走了羊妈妈，小羊为什么也不声不响地跟了去？ 答案：小羊在羊妈妈的肚子里 
2155—为什么自由女神像老站在纽约港？ 答案：因为她坐不下去 
2156—好心的约翰去世了，天使要带他上天堂，为什么他坚决不肯去？ 答案：他有恐高症 
2157—盲人都是怎么吃桔子的？ 答案：瞎掰 
2158—胖胖是个颇有名气的跳水运动员，可是有一天，他站在跳台上，却不敢往下跳。这是为什么？ 答案：因为下面没有水 
2159—为什么两只老虎打架,非要拼个你死我活绝不罢休？ 答案：因为没有人敢去劝架 
2160—明总是喜欢把家里的闹钟整坏，妈妈为什么总是让不会修理钟表的爸爸代为修理？ 答案：修理小明 
2161—黑人和白人生下的婴儿，牙齿是什么颜色？ 答案：婴儿没有牙齿 
2162—动物园中，大象鼻子最长，鼻子第二长的是什么？ 答案：小象 
2163—小李因工作需要常应酬交际，虽然每天都很早回家，可是老婆还是抱怨不断。为什么？ 答案：他是早上回家 
2164—每个成功男人背后有一个女人，那一个失败的男人背后会有什么？ 答案：有太多的女人 
2165—路边电线杆上蹲着一只猴子，司机小李看到就立刻停下车来，请问为什么 答案：他把猴子屁股当红灯了 
2166—一辆出租车在公路上正常行驶，并且没有违反任何交通规则却被一个警察给拦住了，请问为什么？ 答案：警察想坐车 
2167—小明带100元去买一件75元的东西，但老板却只找了5块钱给他，为什么？ 答案：他给老板80元 
2168—有一种东西，买的人知道，卖的人也知道，只有用的人不知道，是什么东西？ 答案：棺材 
2169—为什么阿福总要等老师动手才去听老师的话？ 答案：阿福是聋子 
2170—有一棵树,在距树7米的地方有一堆草,一头牛用一根3米的绳子栓着,这头牛把这堆草全吃光了,为什么(不考虑牛的体长) 答案：牛没有拴在树上 
2171—在河的一岸有一只蚕，在河的对岸有一片桑树，这条河水面宽一公里，却没有一座桥，请问它如何才能过到河对岸？ 答案：变成蛾之后 
2172—一个篮子里装着五个苹果,要分给五个人,要求每人分的一样多,最后篮子里还要剩下一个苹果,如何分(不能切开苹果) 答案：把篮子和一个苹果一起送给一个小朋友 
2173—人在不饥渴时也需要的是什么水？ 答案：薪水 
2174—人早晨醒来第一件事是干什么 答案：睁眼 
2175—什么书中毛病最多？ 答案：医学书 
2176—有一条异常凶猛的大眼镜王蛇，但不论如何去激怒它，它都不咬人，为什么？　　　 答案：因为它住在一个根本没有人的森林 
2177—小李昨天在客户面前骂总经理是笨蛋，结果小李被开除了，为什么？　　　　　　　 答案：因为小李泄露了公司的最高机密 
2178—警方发现一起智能杀人案，现场没有留下线索，也找不到目击者，但一个小时后警方宣布破案，为什么答案：凶手来自首 
2179—一向准时的老处女在上班途中，发现被一名男子跟踪，心中暗惊，而当她赶到办公室时，竟意外地迟到了，为什么？答案：因为那跟踪者走了太慢 
2180—一场大雨，忙着栽种的农民纷纷躲避，却仍有一人不走，为什么？　　　　　　　　 答案：那是稻草人 
2181—任何物体在灯炮和阳光下都有会有影子，你见过最大的影子是什么？　　　　　　　 答案：地球的影子：夜晚 
2182—小花站起来同饭桌一样高，两年之后，反而能在桌子下活动自如，为什么？　　　　 答案：小花是一条狗 
2183—经理不会做饭，可有一道菜特别拿手，是什么？　　　　　　　　　　　　　　　　 答案：炒鱿鱼 
2184—家家说他能轻而易举跨过一棵大树，他是怎么跨过的呢？　　　　　　　　　　　　 答案：一棵被伐倒的树 
2185—小张的肚子明明已经胀得受不了了，为什么他还要不停地猛喝水　　　　　　　　　 答案：他掉到河里去了 
2186—为了怕身材走样，结婚以后坚持不生孩子的美女怎么称呼？　　　　　　　　　　　 答案：绝代佳人 
2187—一只蚂蚁居然从四川爬到了东京，可能吗？　　　　　　　　　　　　　　　　　　 答案：在地图上爬 
2188—汽车在右转弯时,哪只轮胎不转　　　　　　　　　　　　　　　　　　　　　　　 答案：备用胎 
2189—篮子里的7个莱果掉了4个在桌子上，还有一个不知掉到哪去了，飞飞把桌子上的莱果拾进篮子里，又吃了一个，请问篮子里还剩下几个苹果？答案：还有五个 
2190—一只凶猛的饿猫，看到老鼠，为何拔腿就跑？ 答案：去抓老鼠 
2191—打什么东西既不花力气又舒服 答案：打瞌睡 
2192—一只狗总也不洗澡，为什么不生虱子？ 答案：狗只会生小狗 
2193—一个人想在一夜里变成百万富翁，他该怎么办？ 答案：做梦吧 
2194—用什么擦地最干净？ 答案：用力 
2195—一只鸡，一只鹅，放冰箱里，鸡冻死了，鹅却活着，为什么？ 答案： 企鹅 
2196—如果有机会让你移民,你一定不会去哪个国家 答案：天国 
2197—有一种水果，没吃之前是绿色的，吃下去是红色的，吐出时却是黑色的，請問是请问这是什么水果 答案： 西瓜 
2198—有一辆没有开任何照明灯的卡车在漆黑的公路上飞快的行使，天还下着雨，没有闪电、没有月光也没有路灯；就在这时，一位穿着一身黑衣的盲人横穿公路！在这千钧一发之际，汽车司机紧急的刹车了，避免了一次恶性事故的发生。为什么会是这样 答案：漆黑的公路是公路的颜色，当时是白天 
2199—什么地方开口说话要付钱 答案：打电话 
2200—小张被关在一间并没有上锁的房间里，可是他使出吃奶的力气也不能把门拉开，这是怎么回事？ 答案：推开门就行 
2201—什么布剪不断？ 答案：瀑布 
2202—怎样用三根筷子搭成比三大比四小的数？ 答案：圆周率 
2203—男人最喜欢美女眼里的什么水？ 答案：秋波 
2204—什么东西人们都不喜欢吃 答案：吃亏 
2205—别人跟阿丹说她的衣服怎么没衣扣，她却不在乎，为什么？ 答案：因为衣服只有拉链没扣子 
2206—家家说他能轻而易举跨过一棵大树，他是怎么跨过的呢？ 答案：一棵伐倒的树 
2207—什么东西裂开之后，用精密的仪器也找不到裂纹？ 答案：感情 
2208—闭着眼睛也看得见的是什么？ 答案：梦 
2209—有辆载满货物的货车，一人在前面推，一人在后面拉，货车还可能向前进吗？ 答案：可能，此车在下坡时 
2210—什么事每人每天都必须认真的做 答案：睡觉 
2211—医治晕车的最好办法是什么？ 答案：走路 
2212—家有家规，国有国规，那动物园里有啥规 答案：乌龟 
2213—有一个人只有三根头发，为什么在参加宴会时还要拔掉一根？ 答案：因为他想中分 
2214—什么情况下一山可以容二虎 答案：老虎是一公一母 
2215—画一个圆圈,这个圆圈画在哪里我们永远也跳不出去 答案：画在自己身上。 
2216—茅厕里挂闹钟,猜一成语 答案：有始有终 
2217—什么书不能看？ 答案：秘书 
2218—天只地知我知（打福建一市县名） 答案：三明 
2219—长安一片月（打一字） 答案：胀 
2220—一辆火车由甲地到乙地全程需要6小时才可到达，如今行驶了3小时，火车现在应该在什么地方？ 答案：在铁轨上 
2221—毛毛从20楼跳下去，为什么没有事？ 答案：往里跳 
2222—水陆各半。（打一拉丁美洲国家名） 答案：海地 
2223—爱看斗牛。（打一非洲地名） 答案：好望角 
2224—什么笔不能写 答案：试电笔 
2225—牛的舌头和尾巴在什么时候遇在一起？ 答案：餐厅里 
2226—小丽和妈妈买了８个苹果，妈妈让小丽把这些苹果装进５个口袋中，每个口袋里都是双数，你能做到吗？ 答案：每条口袋各装２个苹果，最后将所有4条口袋装进第5条口 
2227—海中绿洲（打一城市）？ 答案：青岛 
2228—华先生有个本领，那就是能让见到他的人，都会自动手心朝上。这是怎么回事？ 答案：因为他是个中医 
2229—医生给了你三颗药丸要你每半个小时吃一颗请问吃完需要多长时间 答案：一个小时 
2230—一间牢房中关押着两名犯人，其中一个因偷窃要关一年，另一个是抢动杀人犯，却只关两周，为什么？ 答案：关两周后枪决 
2231—任何人必须去的地方是哪里？ 答案：厕所 
2232—什么东西你有，别人也有，虽然是身外之物，却不能交换？ 答案：姓名 
2233—战场上，子弹最密集的地方在哪里？ 答案：在弹药运输车上 
2234—太阳和月亮在一起是哪一天？ 答案：明天 
2235—曹孟德赤壁惨败。（打二歌星） 答案：孙悦、刘欢 
2236—弃文就武（打一成语）？ 答案：投笔从戎 
2237—阎王爷写日记（打一成语) 答案：鬼话连篇 
2238—什么桥下没水？ 答案：立交桥 
2239—小明在一场激烈枪战后，身中数弹，血流如注，然而他仍能精神百倍地回家吃饭，为什么？ 答案：他在拍戏 
2240—什么英文字母最多人喜欢听 答案：cd 
2241—什么酒不能喝 答案：碘酒 
2242—什么东西咬牙切齿？ 答案：拉链 
2243—三个人共撑一把伞在街上走,却没有淋湿身,为什么 答案：根本没有下雨 
2244—什么酒价格最贵 答案：喜酒 
2245—“只”字加一笔，变成什么字？ 答案：冲（先把“只”立起来） 
2246—蜗牛从上海到北京只用了一分钟，为什么？ 答案：地图上 
2247—三张分别写有2,1,6的卡片，能否排成一个可以被43除尽的整数？ 答案：129 （把6的卡片翻过来就是啦） 
2248—一条小船要渡３７人，一次只能有７人，几次能渡完？ 答案：六次，因为每次得回来一个划船的 
2249—小丽和妈妈买了８个苹果，妈妈让小丽把这些苹果装进５个口袋中，每个口袋里都是双数，你能做到吗？ 答案：每条口袋各装２个苹果，最后将所有4条口袋装进第5条口 
2250—做什么事，一只眼开一只眼闭会比较好？ 答案：射击 
2251—早晨醒来，每个人都会去做的第一件事是什么？ 答案：睁眼 
2252—什么船从来不下水 答案：宇宙飞船 
2253—什么报只印一份 答案：电报 
2254—一个西瓜4刀切成9块,怎样切法 答案：“井”字切型 
2255—一堆西瓜,一半的一半比一半的一半少半个,请问这堆西瓜有多少个 答案：两个 
2256—盆里有6只馒头，6个小朋友每人分到1只，但盆里还留着1只，为什么？ 答案：最后一个小朋友连盆一起端走了 
2257—那一种飞弹可以用每小时３０公里的超低速，并贴近地表二公尺左右的高度直扑目标而去，中途还可以９０度急转弯那一种飞弹可以用每小时３０公里的超低速，并贴近地表二公尺左右的高度直扑目标而去，中途还可以９０度急转弯 答案：载在车上的飞弹 
2258—的士生意不好,打一韩国明星 答案：车太贤 
2259—脱了红袍子,是个白胖子去了白胖子,是个黑圆子。打一植物？ 答案：荔枝 
2260—什么门是打不开也关不上的？ 答案：球门 
2261—什么书在书店买不到？ 答案：秘书 
2262—锤子锤碗锤不破，为什么？ 答案：碗破了 
2263—空着肚子能吃几个鸡蛋？ 答案：一个，因为再吃的时候就不是空着肚子了 
2264—有七个环，环环相扣成一直线状，七环只可破坏其中一个。每次只能取走一个环，每次不能多拿，也不可少拿，要求分别拿七次，将七环分别取走 答案：破坏第三个 
2265—池无水,地无土(打一字)？ 答案：也 
2266—我的心（打一字）？ 答案：悟 
2267—有一个人，他是你父母生的，但他却不是你的兄弟姐妹，他是谁？ 答案：他就是你自己 
2268—什么蛋打不烂，煮不熟，更不能吃 答案：考试得的零蛋 
2269—拖什么东西最轻松？ 答案：拖鞋 
2270—小赵买一张奖票,中了一等奖,去领奖却不给 答案：还没到领奖的日期 
2271—一把刀顺水漂，有眼睛，没眉毛，是什么？ 答案：鱼 
2272—三兄弟中，虽然我跑得最慢，但如果没有我，他们俩也不知道跑了多少圈。猜猜看，我是什么？ 答案：时钟 
2273—什么果不能吃？ 答案：后果 
2274—什么人不能吃饭，但是可以说，笑，玩游戏？ 答案：木偶 
2275—偷什么不犯法？ 答案：忙里偷闲 
2276—用什么可以解开所有的谜 答案：谜底 
2277—刮风的晚上，停电了，晓晓上床睡觉时忘了吹蜡烛，第二天醒来时，蜡烛居然还有很长一支没有燃完，怎么回事呢？ 答案：被风吹熄了。 
2278—别人跟阿丹说她的衣服怎么没衣扣，她却不在乎，为什么？ 答案：因为他的衣服只有拉链没有扣子 
2279—什么人每天靠运气赚钱？ 答案：煤气工人 
2280—什么球不能踢 答案：火球 
2281—谁的脚常年走路不穿鞋 答案：动物的脚 
2282—从事什么职业的人容易在短时间内反复改变主意？ 答案：队列教官 
2283—期终考试成绩下来了，平平的四门功课全是零分。老师却说比起某些同学来平平有一条是值得表扬的。老师指的是什么？ 答案：平平没有作弊 
2284—小波比的一举一动都离不开绳子，为什么？ 答案：小波是个木偶 
2285—胖胖是个颇有名气的跳水运动员，可是有一天，他站在跳台上，却不敢往下跳。这是为什么？ 答案：因为池里没有水 
2286—什么时候做的事别人看不到？ 答案：梦里做事 
2287—农民、工人、军人、科学家都靠什么吃饭？ 答案：靠嘴吃饭 
2288—什么蛋又能走又能跳还会说话？ 答案：笨蛋 
2289—可乘30人的船，才装了10人后就沉进了水里？ 答案：此船是潜艇 
2290—你说问别人什么问题是，老是回答“没有”？ 答案：你睡了没有？ 
2291—请在括号内填一个数，使下面式子能成立：98765432（　　）＝888888888 答案：9 
2292—空中飞人？（打一字） 答案：会 
2293—鸡告状，打一字？ 答案：酷 
2294—世界上最难的一道题是哪道题？ 答案：这道题 
2295—比眼大的东西是什么 答案：眼皮 
2296—加减乘除少一点打一字？ 答案：坟 
2297—‘五角’猜一几何图形？ 答案：半圆 
2298—一个人背一个包，刚一出门，就摔死了，为什么？ 答案：因为他在飞机上 
2299—什么时候开口说话要付钱 答案：打电话 
2300—画圣是我国哪位著名画家？ 答案：吴道子 
2301—威尼斯画派的代表是谁？ 答案：提香 
2302—你看不到房间里唯一的苹果。为什么？ 答案：苹果放在头上 
2303—医治晕车的最好办法是什么？ 答案：不坐车 
2304—四个9加起来为什么等于100？ 答案：9/9+99 
2305—哪个连的人最多？ 答案：大连 
2306—什么样的腿最长？打一成语 答案：一步登天 
2307—最细的针打一成语。 答案：无孔不入 
2308—船边挂着软梯，离海面2米，海水每小时上涨半米，几个小时海水能淹没软梯 答案：水涨船高，所以永远不会淹没软梯 
2309—为什么大雁秋天要飞到南方去 答案：走过去的话太慢了。 
2310—小明的小猫从来不捉老鼠,这是为什么 答案：因为这是玩具猫 
2311—什么人一年只上一天班？ 答案：圣诞老人 
2312—经理不会做饭，可有一道菜特别拿手，是什么？ 答案：炒鱿鱼 
2313—什么桥下没水？ 答案：立交桥 
2314—拖什么东西最轻松？ 答案：拖鞋 
2315—小华在家里，和谁长得最像？ 答案：和镜中的小华 
2316—有一家四兄弟他们4个人的年龄乘起来是14，请问他们各自是多数岁？ 答案：1、1、2、7、其中有一对双胞胎。 
2317—有一种药，你想吃上药店却买不到，这是什么药？ 答案：后悔药 
2318—什么书你不可能在书店里买到 答案：秘书 
2319—一个人空肚子最多能吃几个鸡蛋？ 答案：只能一个。因为吃第二个的时候已经不是空肚子了。 
2320—人们甘心情愿买假的东西是什么？ 答案：假发 
2321—什么蛋中看不中吃？ 答案：脸蛋 
2322—我不会轻功，反一只脚搭在鸡蛋上，鸡蛋却不会破，这是为什么？ 答案：因为另一只脚站在地上 
2323—买来煮了它,煮好丢了它，这东西是什么？ 答案：药草 
2324—什么东西力气再大的人也扛不起？ 答案：罪名 
2325—一个圆画在哪里永远走不出去 答案：自己的腰上 
2326—什么东西没脚走天下 答案：船 
2327—关公兵败走麦城—打一字？ 答案：翠 
2328—什么东西天气越热，它爬的越高？ 答案：温度计 
2329—飞机撞在大树上怎么会坏了？ 答案：是纸飞机 
2330—他从早上吃到下午怎么撑不死？ 答案：他一直在吃亏 
2331—什么“猴”不能吃？ 答案：“火侯” 
2332—兵强马壮的城市是哪里 答案：武昌 
2333—头在海里游泳，尾在天上发光(打一字） 答案：鲁 
2334—风平浪静的城市是哪里 答案：宁波 
2335—把火熄灭的最快方法是什么？ 答案：火上加一横 
2336—什么“贼”不偷东西，专门卖东西？ 答案：卖国贼 
2337—有什么办法在最短的时间内打开魔方？ 答案：打碎 
2338—什么人站在刀尖上生活(打一种人)？ 答案：滑冰的人 
2339—为什么冬天大雁要飞到南方去？ 答案：因为它只会飞呀 
2340—一个很古老的题目。把大象装进冰箱要几步？ 答案：三步，先打开冰箱，再把大象放进去，最后把冰箱门关上 
2341—和尚带帽子，（猜一成语）？ 答案：无法无天 
2342—马的头朝南，马的尾朝那？ 答案：朝下 
2343—三撇六竖十八横—猜一个字 答案：矗 
2344—人最怕屁股上有什么东西？ 答案：一屁股的债 
2345—一个最小正整数,除6余5,除5余4,除4余3,除3余2？ 答案：59 
2346—哪个寨子的人是最多的？ 答案：柬埔寨 
2347—一个人去网吧，碰上一个同学带着两个朋友，各带着4个小孩，小孩个带着2个朋友，问多少人去网吧？ 答案：一个人，其它人没说去。 
2348—什么最长？ 答案：时间 
2349—2木不成林!(打一字) 答案：相 
2350—一阴一阳，一短一长，一昼一夜，合为一双（一字）？ 答案：明 
2351—左边是绿，右边是红，右边怕水，左边怕虫（一字）？ 答案：秋 
2352—大家齐欢乐！（打一地名） 答案：齐齐哈尔 
2353—网要什么时候可以提水 答案：当水变成冰的时候 
2354—什么枪把人打跑却不伤人？ 答案：水枪 
2355—什么事你明明没有做却要受罚 答案：作业 
2356—偷什么不犯法？ 答案：偷笑 
2357—什么东西洗好了却不能吃？ 答案：扑克 
2358—小李说“我前的人是小王”小王说“我前面的人是小李”怎么回事？ 答案：很简单，他们面对面的站着 
2359—有一个地方失火，可是却没人打火警电话？ 答案：因为那个地方就是消防局 
2360—一个瞎子射击一个帽子，怎么样一枪就中？ 答案：把帽子挂在枪口上 
2361—小立在街上走，前面有个人掉了一块肉和一个钱包，小立为什么捡肉不捡钱包，钱包里有很多钱 答案：因为小立是狗 
2362—自讨苦吃的地方是哪？ 答案：药店 
2363—太平洋的中间是什么？ 答案：平 
2364—最不听话的是谁？ 答案：聋子 
2365—什么伤医院不能治？ 答案：伤脑筋 
2366—什么门没有门扇？ 答案：球门 
2367—一个圆画在哪里永远走不出去 答案：腰上 
2368—小赵买一张奖票,中了一等奖,去领奖却不给 答案：还没到领奖的日期 
